//Index	Message
1781	"Maximum Life/%d recovery"
1782	"Maximum SD/%d recovery amount"
1783	"Each level effects increment in 5%%"
1784	"Damage increment for each strengthener level"
1785	"Effects: %d%% recovery increment"
1786	"Effects increment of 2%% each strengthener level"
1787	"effect increase by reinforcement process"
1788	"%d%% decrease"
1789	"Pollution skill (Mana: %d)"
1800	"Dissolve jewel"
1801	"Jewel mix"
1802	"Jewel of Bless and Jewel of Soul"
1803	"Can mix or dissolve the"
1804	"Select the jewel to mix"
1805	"and press the button for no. of jewels"
1806	"Jewel of Bless"
1807	"Jewel of Soul"
1808	"Mix %d (%d zen is required)"
1809	"Are you sure to mix %s of %d?"
1810	"Mix cost: %d zen"
1811	"Zen is insufficient."
1812	"Corresponding item is inappropriate."
1813	"Are you sure to disband %s %d?"
1814	"Dissolving cost: %d zen"
1815	"Inventory space is insufficient."
1816	"To"
1817	"Items for mix system is lacking."
1818	"Can't be dissolved."
1819	"%d %s is combined"
1820	"Can be used after dismantling"
1821	"Current no. of possible dismantling: %d"
1822	"After selecting press the 'Dissolve' button."
1823	"Thank you! Finally you got it back."
1824	"You are back safely."
1825	"Thank you for your help."
1826	"You can now stand alone without my support."
1827	"I'll be your strength for the journey to become a warrior."
1828	"Damage and defense increased with a blessing."
1829	"Le-Al (New)"
1830	"You are already blessed."
1831	"Red Crystal"
1832	"Blue Crystal"
1833	"Black Crystal"
1834	"Treasure box"
1835	"[Blue Crystal/Red Crystal/Black Crystal]"
1836	"If it is used on event combine or thrown to the ground,"
1837	"it will disappear with fire cracker effect"
1838	"Surprise present"
1839	"If it is thrown to the ground, money or gift will appear"
1840	"+Effect limitation"
1841	"Collect the orbs during the event to get a special prizes."
1845	"Metal Bowl"
1850	"Aida"
1851	"Crywolf Fortress"
1852	"Lost Kalima"
1853	"Elveland"
1854	"Swamp of Peace"
1855	"La Cleon"
1856	"Hatchery"
1860	"Increase final damage %d%%"
1861	"Absorb final damage %d%%"
1862	"Requires class change to be worn."
1863	"+Destroy"
1864	"+Protect"
1865	"Would you like to repair Fenrir's horn?"
1866	"+Illusion"
1867	"Added %d of Life"
1868	"Added %d of Mana"
1869	"Added %d Attack"
1870	"Added %d Wizardry"
1871	"Golden Fenrir"
1872	"Exclusive edition only given to MU Heroes"
1873	"Hera (Integration)"
1874	"Reign (Integration)"
1875	"New Server"
1876	"The goddess that the ancient forefathers worshipped before the Continent of MU was created; Hera represents the mother of land, "
1877	"Reign Clipperd is the name of the first grand-master of the Continent of MU; He established a legendary contribution from the ba"
1878	"The sage during the battles against the forces of evil; Lorch, was the sage and poet who wrote music about the war against the e"
1879	"Season 4 Test Server"
1880	"This is a test server for Season 4."
1881	"Corporate server"
1882	"Test server for the corporate internal use."
1883	"The applied equipments cannot be reset."
1884	"Stat re-initialization"
1885	"Re-Initialization Helper"
1886	"Click on the button to reinitialize all stat points."
1887	"Register with the NPC to receive various gifts."
1888	"Exchange has been made."
1889	"Registered"
1890	"Delgado"
1891	"Lucky Coin Registration"
1892	"Lucky Coin Exchange"
1893	"X %d Coins"
1894	"Register"
1895	"Warning!"
1896	"Exchange 10 Coins"
1897	"Exchange 20 Coins"
1898	"Exchange 30 Coins"
1899	"There are not enough items for the exchange."
1900	"Commando"
1901	"Fruit"
1902	"Choose."
1903	"Decrease"
1904	"This stat cannot be %s anymore."
1905	"Only Darklord can use it."
1906	"Fruit decrease is failed."
1907	"[+]:%d%%|[-]:%d%%"
1908	"It can be used with item removed."
1909	"To decrease the fruit, weapons, armors and others must be removed."
1910	"Possible to decrease stat 1~9 point"
1911	"Impossible since the usable fruit points are at maximum."
1912	"Cannot be decreased under the default stat value."
1915	"This item cannot be dropped."
1916	"Fenrir"
1917	"Fragment of horn can be made using the Divine protection of Goddess and fragment of armor."
1918	"Broken horn can be made using the claw of beast and fragment of horn."
1919	"Fenrir's horn can be made through item combination."
1920	"Can summon the Fenrir when equipped."
1921	"Fragment of horn"
1922	"Broken horn"
1923	"Fenrir's horn"
1924	"Increase damage"
1925	"Absorb damage"
1926	"When the attack is successful it will decrease the durability of"
1927	"one of the certain weapons to 50%%."
1928	"Plasma storm skill (Mana:%d)"
1929	"Skills will improve through upgrading."
1930	"Usable HP: %d"
1931	"Req LV"
1932	"Register your Lucky Coins or"
1933	"use the Lucky Coins you already have"
1934	"and exchange them for items."
1935	"Register the most amount of Lucky Coins while the event lasts"
1936	"to receive a wide variety of gifts."
1937	"Check the official website for more details."
1938	"Exchanged Lucky Coins"
1939	"will not be returned."
1940	"Exchange"
1948	"Dark Elf (%d/12)"
1949	"Balgass"
1950	"Are you willing to be a guardian"
1951	"to protect the wolf?"
1952	"We need a guardian to protect the wolf."
1953	"You have been registered to be a guardian to protect the wolf."
1954	"Your role as a guardian will be cancelled when you warp."
1955	"You have been disqualified to be a guardian."
1956	"Contract can't be made when you are on a mount."
1957	"< Mission Point : 1. Defend the Wolf statue >"
1958	"Make a contract with the altar to protect the wolf statue!"
1959	"Only the Elf can be a guardian to give power to the Wolf statue! "
1960	"You have to protect elves when the contract is being made!"
1961	"< Mission Point : 2. Defeat Balgass >"
1962	"Fortress of Crywolf will not be safe unless Balgass is defeated!"
1963	"Balgass can only show up for 5 minutes around the Fortress of Crywolf!"
1964	"Defeat Balgass within the given time!"
1965	"<Success reparation >"
1966	"10%% monster strength decrease (maintain during the event)"
1967	"5%% decrease in castle and arena invitation combine rate"
1968	"Above reparation is valid till the next Crywolf battle."
1969	"<Failure penalty>"
1970	"Delete all the NPC within Crywolf"
1972	"Above penalty is valid till the next Crywolf battle."
1973	"Class"
1974	"Feel the unusual forces around the Fortress of Crywolf."
1975	"The power of the Wolf statue is weakening. Feel the evil sprit getting stronger."
1976	"Crywolf is asking for your help. Only you can save this continent."
1977	"Score"
1980	"%s (Accumulated hour : %dseconds)"
1981	"Crown switch"
1982	"Other siege team is running the crown switch."
2000	"Monster strength decreased 10%%."
2001	"5%% increase in castle and arena invitation combine rate."
2002	"Contract is ongoing therefore dual compact is not possible."
2003	"Further contract can't be done since the altar has been destroyed."
2004	"Disqualified for the contract requirement."
2005	"Only level above 350 is allowed to make a contract."
2006	"Contract can be made for %d times."
2007	"Would you like to proceed with the contract?"
2008	"Please try again in a while."
2009	"All NPCs in Crywolf have been deleted."
2011	"Drop it to receive the gift."
2012	"Lilac candy box"
2013	"Orange candy box"
2014	"Navy candy box"
2020	"Would you like to receive the item?"
2021	"Please try again."
2022	"Item has already given."
2023	"Failed to get an item. Please try again."
2024	"This is not a event prize."
2025	"Here's the Divine protection of the Goddess Arkneria..."
2026	"Arrow will not decrease during activation"
2035	"You've been playing for %d hours."
2036	"You've been playing for %d hours. Please take a rest."
2037	" S D : %d / %d"
2038	"SD potion"
2039	"Infinity arrow activated"
2040	"Arrow will not decrease during activation"
2041	"Cheer"
2042	"Dance"
2043	"Killers are restricted to enter %s."
2044	"Attack rate: %d"
2045	"Defense rate: %d"
2046	"Would you like to cancel?"
2047	"Use in Castle Siege"
2048	"Can be used during Castle Siege with required Kill Count"
2049	"Can be used from the mount item"
2050	"Can be used after %dminutes"
2051	"'Battle Soccer for Mutizen' will now begin. Join the event and be rewarded!"
2052	"Have you heard of 'Battle Soccer for Mutizen'? 30,000 Jewel of Bless will be rewarded!"
2053	"Join 'Battle Soccer for Mutizen' and bring glory to your guild!"
2054	"Minimum Wizardry increment 20%%"
2055	"It cannot be applied on another."
2056	"It has been recovered already."
2060	"Harmony"
2061	"Refine"
2062	"Restore"
2063	"Refine"
2064	"Stone"
2065	"%s"
2066	"Refining.."
2067	"Using Jewel of Harmony"
2068	"Refining Jewel of Harmony"
2069	"(%s), means improving the stone to be a valuable material."
2070	"For example, you can not use Jewel of Harmony(%s) immediately..."
2071	"Getting through refining process"
2072	"You can not use Jewel of Harmony in %s status"
2073	"But the %s Jewel of Harmony can give the new power to your weapon."
2074	"What would you like to know?"
2075	"You can %s the item."
2076	"Too many Gemstones"
2077	"Insert the item to %s."
2078	"Item for %s"
2079	"(Item for %s)"
2080	"%s success %s : %d%%"
2081	"Gemstone"
2082	"Weapons or shields"
2083	"Reinforced item"
2084	"%s for only %s"
2085	"Only the Jewel of Harmony can be refined."
2086	"For pendants, rings and mount items"
2087	"Lacks %d zen"
2088	"For restoring reinforced item,"
2089	"Incorrect item"
2090	"not %s"
2091	"%s"
2092	"No item"
2093	"rate"
2094	"Required zen : %d zen"
2095	"of Jewel of Harmony, orignal"
2096	"gemstone will give more power."
2097	"Can't be refined."
2098	"Allowed"
2099	"Not allowed"
2100	"reinforcement option has to be"
2101	"deleted through restoration."
2102	"Restoration is deleting the"
2103	"reinforcement option"
2104	"of the weapons."
2105	"%s has failed.."
2106	"%s was successful."
2107	"Get the successful item."
2108	"Reinforced item can't be traded."
2109	"Attack rate: %d (+%d)"
2110	"Defense rate: %d (+%d)"
2111	"+Option"
2112	"%s has failed."
2113	"%s was successful."
2114	"This item is already enchanted"
2115	"Combination available(2 step only)"
2147	"Enter"
2148	"Refresh"
2149	"You may now proceed to the Refinery Tower."
2150	"Path to the Refinery Tower is now opened."
2151	"Path to the Refinery Tower will be closed in %d hours."
2152	"Battle with Maya is ongoing."
2153	"%d players are trying to open the path to the Refinery Tower. You can't enter the Refinery Tower, automated defense system has b"
2154	"Currently %d players are in battle with Maya's lefe hand."
2155	"Currently %d players are in battle with Maya's right hand."
2156	"Currently %d players are in battle with Maya's both hands."
2157	"Currently %d players are in battle with Nightmare."
2158	"Boss Battle will start soon."
2159	"Force of the Nightmare has invaded the Tower. Tower is unstable therefore the entrance to the Tower will be restricted for %d mi"
2160	"Defeat the Nightmare that controlling the Maya to enter the Refinery Tower."
2161	"Entrance is restricted to ensure the security of Maya. 'Moonstone Pendant' is required."
2162	"You will be able to approach Maya shortly."
2163	"More players are needed to open the path to the Tower."
2164	"You may now enter."
2165	"Nightmare has lost the control of Maya's left hand. Currently there are %d survivors."
2166	"Nightmare has lost the control of Maya's right hand. Currently there are %d surviors."
2167	"More power from %d players are needed."
2168	"Nightmare has lost the control of Maya's left hand."
2169	"Nightmare has lost the control of Maya's right hand."
2170	"Failed to enter."
2171	"15 players have already entered. You can no longer enter."
2172	"'Moonstone Pendant' authentication has failed."
2173	"Time limit for entrance is over."
2174	"You can't warp to the Refinery Tower."
2175	"You can't warp wearing the Ring of Transformation."
2176	"You can only warp riding a Dynorant, Dark Horse, Fenrir or wearing the wings, cloak."
2177	"Kanturu"
2178	"Kanturu3"
2179	"Refinery Tower"
2180	"Character: %d"
2181	"Monster:Boss"
2182	"Monster : Boss"
2183	"Monster : %d"
2184	"Attack sucess rate increase +%d"
2185	"Additional Damage +%d"
2186	"Defense success rate increase +%d"
2187	"Defensive skill +%d"
2188	"Max. HP increase +%d"
2189	"Max. SD increase +%d"
2190	"SD auto recovery"
2191	"SD recovery rate increase +%d%%"
2192	"Add option"
2193	"Item option combination"
2194	"Add 380 item option"
2195	"%s"
2196	"Item level above 4"
2197	"Option value above +4 is required"
2198	"Gemstone of Jewel of Harmony has a sealed power. Magical energy and special ability can remove the seal and it's called as the r"
2199	"New power can be granted to the item using the power of refined Jewel of Harmony."
2200	"Code name ST-X813 Elpis. I'm a creature from the lab of Kantur. What would you like to know?"
2201	"About refinery"
2202	"Jewel of Harmony"
2203	"Refine Gemstone"
2204	"Reinforcement option error"
2205	"Send screenshots with the report."
2206	"Elpis"
2207	"I.D. of Kantur Chief Scientist. You can enter the Refinery Tower."
2208	"Jewel with impurities"
2209	"Jewel for item reinforcement"
2210	"Grant actual power to reinforced item."
2211	"Reinforced item can't be sold."
2212	"Reinforced item can't be traded."
2213	"Reinforced item can't be used in personal store."
2214	"Item level is low. It can no longer be reinforced."
2215	"Max. level for reinforcement is applied. It can't no longer be reinforced."
2216	"Item level is lower than the required reinforcement option."
2217	"Reinforced item can't be dropped."
2218	"One item for reinforcement."
2219	"Set item can't be reinforced."
2220	"Refine the item to create"
2221	"the Refining Stone."
2222	"Item will disappear when failed."
2223	"!! Warning !!"
2224	"Refinery has started. Refinery is a part of process to change the item to Refining Stone to be reinforced. Refined item will be "
2225	"vitality +%d"
2226	"This item is not allowed to use the private store."
2227	"You haven't paid the subscription."
2228	"/jack"
2229	"Attack Speed increase +%d"
2230	"Attack Power increase +%d"
2231	"Defense Power increase +%d"
2232	"Enjoy Halloween Festival."
2233	"Blessing of Jack O'Lantern"
2234	"Rage of Jack O'Lantern"
2235	"Scream of Jack O'Lantern"
2236	"Food of Jack O'Lantern"
2237	"Drink of Jack O'Lantern"
2238	"%d minutes %d seconds"
2239	"What do you want to know?"
2240	"Before my parents died, they taught me how to make the portion."
2241	"Queen Ariel will bless you."
2242	"To beat against Kundun, more organizational action will be needed, which means the guild is essesntial."
2243	"Christmas"
2244	"Fireworks will appear once thrown in the field."
2245	"Santa Clause"
2246	"Rudolf"
2247	"Snowman"
2248	"Merry Christmas."
2249	"Stonger effect has taken place."
2250	"Increases the combination rate,but only up to the maximum rate."
2251	"Unable to increase combination rate any further."
2252	"Day"
2253	"Experience rate is increased %d%%"
2254	"Item drop rate is increased %d%%"
2255	"Unable to gain experience rate"
2256	"Increases experience gained."
2257	"Increases experience gained and item drop rate."
2258	"Prevents experiences to be gained."
2259	"Enables entrance into %s."
2260	"usable %dtimes"
2261	"You can achieve special items with chaos card combinations."
2262	"Combinations can be used once at a time"
2263	"Items except Chaos Card"
2264	"Can't execute combination. Check free space in your inventory."
2265	"Chaos card combination"
2266	"Success Rate : 100%%"
2267	"Can't execute combination."
2268	"You have achieve %s item."
2269	"Congratulations. Please contact CS team and change it to item."
2270	"You will be assigned to a stage according to your level."
2271	"Display general items."
2272	"Display potions."
2273	"Display accessories."
2274	"Display special items."
2275	"You can save it to wish list by clicking the item.Saved item could be removed by clicking one more time."
2276	"Move to Top up page."
2277	"MU Item Shop(X)"
2278	"the size is width %d, height %d."
2279	"Cash Items"
2280	"Confirm purchase"
2281	"You can't cancel after purchasing the items."
2282	"purchase complete."
2283	"Not enough Cash to purchase."
2284	"Not enough space. Please check free space in your inventory."
2285	"Can't wear item."
2286	"Add to shopping cart?"
2287	"Delete from shopping cart?"
2288	"Website connection only available in windows mode."
2289	"W Coin"
2290	"Buy W Coin"
2291	"Price : "
2292	"Restore"
2293	"Purchase"
2294	"Gift"
2295	"http://muonline.webzen.com/"
2296	"%d%% Combination success rate increase"
2297	"Warp Command Window available."
2298	"Day"
2299	"Hour"
2300	"Minute"
2301	"Second"
2302	"Available"
2303	"Preparing."
2304	"Fail to use MU Item Shop. Please contact CS team."
2305	"Error Code :"
2306	"More than 2 X 4 space in inventory is needed."
2307	"MU Item Shop Item can't be sold to merchant NPC."
2308	"Less than 1 minutes"
2309	"When leaving an Item in the combination window"
2310	"and disconnect MU"
2311	"Item can be lost."
2312	"Please contact CS team when an Item is lost."
2319	"PcPoints (%d/%d)"
2320	"%d PcPoints achieved"
2321	"You cannot achieve any more point."
2322	"You do not have sufficient points."
2323	"GM has gifted this special box."
2324	"GM summon zone"
2325	"PcPoints store"
2326	"PcPoints"
2327	"Todos os itens na Loja PcPoints custam 10 PcPoints cada Item."
2328	"Ganhe 1 PcPoints a cada 10 Minutos Online."
2328	""
2329	"Items não podem ser vendidos aqui."
2330	"You can only use this in a safe zone."
2331	"Purchase Price: %d Points"
2332	"10 Minutos Online = 2 PcPoints"
2333	"Check purchase conditions."
2334	"Assembly prediction: %s"
2335	"380 Level item"
2336	"Equipment item"
2337	"Weapon item"
2338	"Defense item"
2339	"Basic wing"
2340	"Chaos weapon"
2341	"Minimum"
2342	"Maximum"
2343	"Option"
2344	"Rate increase"
2345	" Quantity"
2346	"Please upload the assembly items."
2347	"from above the level %d, %s enabled and on."
2348	"2nd Wing"
2358	"Do you wish to go to the Illusion Temple?"
2359	"We have entered the heart of the Illusion Temple. The sacred items of this temple are our ultimate goal. Move as many sacred ite"
2360	"The allies are advancing on. We are not far from the victory! Charge on!"
2361	"Although we have lost this battle, we will continue on until the allies win!"
2362	"Listen to this. The allies have approached the entrance of this temple. We must fight with all our might and keep the temple fro"
2363	"Hooray for the Illusion Sorcery! We are almost there! Come to the frontier now!"
2364	"You must not lose the temple. Let us prepare for the battle to secure this temple."
2365	"You need the Scroll of Blood to enter the %s zone."
2366	"You must be of the minimum level 220 to enter the zone."
2367	"The admission and scroll levels do not match."
2368	"You cannot enter the zone with the number of members exceeding the limit."
2369	"Illusion Temple"
2370	"The %d Illusion Temple"
2371	"Level %d-%d"
2372	"Remaining time: %d hour %d min"
2373	"Current members: %d"
2374	"/"
2375	"Maximum members: %d"
2376	"Scroll of Blood +%d"
2377	"Achieved Kill Point"
2378	"Required Kill Point"
2379	"Absorb damage with the protection shield."
2380	"Mobility disabled."
2381	"Relocate to the character that carries the sacred item."
2382	"Shield gage reduced of 50%%."
2383	"Entered the zone %s."
2384	"Advance to the temple after %d seconds."
2385	"The battle begins in a few moment."
2386	"Battle begins in %d seconds."
2387	"MU alliance"
2388	"Illusion Sorcery"
2389	"Successful sacred item storage: %d points achieved"
2390	"%s has achieved the sacred item."
2391	"Kill Point %d achieved."
2392	"Kill Point isn't sufficient."
2393	"Battle closed."
2394	"Talk with the chief commander of alliance and you'll be compensated."
2395	"Talk with the chief commander of Illusion Sorcery and you'll be compensated."
2396	"Scroll of Blood"
2397	"Assemble the Scroll of Blood with the contract from the Illusion Sorcery."
2398	"Assemble the Scroll of Blood with the old scrolls."
2399	"This is a mark of Illusion Sorcery; this is required to enter the temple."
2400	"<STEP 1: Battle Begins>"
2401	"The stone statue appears randomly from one of the two locations."
2402	"The sacred item may be achieved by clicking on the stone statue."
2403	"Be cautious of the fact that the mobility slows down while carrying the sacred items."
2404	"<STEP 2: Storage of the Sacred Item>"
2405	"Click on the storage of the sacred item from the start location; and you will gain the points accordingly."
2406	"The goal is to achieve as many points as possible within the given period."
2407	"The stone statue reappears after the storage. Look for the statue."
2408	"<STEP 3: Official Skills>"
2409	"You may achieve the kill points from hunting monsters and the opponent players in their zone."
2410	"Mouse wheel button ? change skill types, Shift + mouse right-click ? use"
2411	"There are 4 types of skills that can be appropriately used for each situation."
2412	"Entrance enabled."
2413	"Entrance disabled."
2414	"Hero List"
2415	"Camp"
2416	"You may be compensated by clicking on the Close button."
2417	"You are current gaining the sacred item."
2418	"You are currently storing the sacred item."
2419	"This is the origin of strength that protects the Illusion Temple."
2420	"Mobility speed reduces upon achievement."
2421	"<AM> <PM>"
2422	"0:30 Blood Castle 12:30 Blood Castle"
2423	"1:00 Illusion Temple 13:00 Illusion Temple"
2424	"1:30 - 13:30 Chaos Castle(PC)"
2425	"2:00 - 14:00 Chaos Castle"
2426	"2:30 Blood Castle 14:30 Blood Castle"
2427	"3:00 Devil's Square 15:00 Devil's Square"
2428	"3:30 - 15:30 Chaos Castle(PC)"
2429	"4:00 - 16:00 Chaos Castle"
2430	"4:30 Blood Castle 16:30 Blood Castle"
2431	"5:00 Illusion Temple 17:00 Illusion Temple"
2432	"5:30 - 17:30 Chaos Castle(PC)"
2433	"6:00 - 18:00 Chaos Castle"
2434	"6:30 Blood Castle 18:30 Blood Castle"
2435	"7:00 Devil's Square 19:00 Devil's Square"
2436	"7:30 - 19:30 Chaos Castle(PC)"
2437	"8:00 - 20:00 Chaos Castle"
2438	"8:30 Blood Castle 20:30 Blood Castle"
2439	"9:00 Illusion Temple 21:00 Illusion Temple"
2440	"9:30 - 21:30 Chaos Castle(PC)"
2441	"10:00 - 22:00 Chaos Castle"
2442	"10:30 Blood Castle 22:30 Blood Castle"
2443	"11:00 Devil's Square 23:00 Devil's Square"
2444	"11:30 - 23:30 Chaos Castle(PC)"
2445	"12:00 Chaos Castle 24:00 -"
2446	" << Chaos Castle >> << Devil's Square >>"
2447	"Regular Level 2nd Regular Level 2nd"
2448	" 1 15-49 15-29 1 15-130 10-110"
2449	" 2 50-119 30-99 2 131-180 111-160"
2450	" 3 120-179 100-159 3 181-230 161-210"
2451	" 4 180-239 160-219 4 231-280 211-260"
2452	" 5 240-299 220-279 5 281-330 261-310"
2453	" 6 300-400 280-400 6 331-400 311-400"
2454	" 7 Master Master 7 Master Master"
2455	" << Blood Castle >> << Illusion Temple >>"
2456	"Regular Level 2nd Regular Level 2nd"
2457	" 1 15-80 10-60 1 220-270"
2458	" 2 81-130 61-110 2 271-320"
2459	" 3 131-180 111-160 3 321-350"
2460	" 4 181-230 161-210 4 351-380"
2461	" 5 231-280 211-260 5 381-400"
2462	" 6 281-330 261-310 6 Master"
2463	" 7 331-400 311-400"
2464	" 8 Master Master"
2500	"Restores HP by 100%% immediately."
2501	"Restores Mana by 100%% immediately."
2502	"You may continue to use the strengthener power."
2503	"Increases Attack Speed by %d"
2504	"Increases Defense by %d"
2505	"Increases Attack Power by %d"
2506	"Increases Wizardry by %d"
2507	"Increases HP by %d"
2508	"Increases Mana by %d"
2509	"You may freely move onward."
2510	"Resets the status."
2511	"Reset point: %d"
2512	"Strength increment +%d"
2513	"Quickness increment +%d"
2514	"stamina increment +%d"
2515	"Energy increment +%d"
2516	"Control increment +%d"
2517	"Status for the set period"
2518	"There's an increase effect to it."
2519	"It reduces the killing rate."
2520	"Reduction point: %d"
2521	"There isn't enough status to reset."
2522	"There isn't a usable controllability status."
2523	"%s Status has been reset at %d."
2524	"This is more than the value of your resettable points."
2525	"Would you like to reset? "
2526	"You cannot purchase while the seal effects remain active."
2527	"You cannot purchase while the scroll effects remain active."
2528	"Effects in use will disappear once you apply this item."
2529	"Would you like to apply this item?"
2530	" You cannot use this item while the Potion effects remain active."
2531	"This item is not purchasable."
2532	"Attack power increment +40"
2533	"Duration period: %s"
2534	"Collect Cherry Blossoms and take it to the spirit for item compensation."
2538	"You'll be compensated for the Cherry Blossoms branches you bring back."
2539	"You do not have the right quantity of Cherry Blossoms branches."
2540	"Only the same type of Cherry Blossoms branches can be uploaded."
2541	"Exchange the Cherry Blossoms branches."
2544	"Golden Cherry Blossoms branches"
2545	"Cherry Blossoms branches production"
2549	"700 Maximum Mana increment"
2550	"700 Maximum Life increment"
2559	"Restores HP by 65%% immediately."
2560	"Cherry Blossoms branches assembly"
2561	"Close the store in usage."
2562	"Store cannot open during the assembly."
2563	"Spirit of Cherry Blossoms"
2564	"Reward for Every 255 Pieces"
2565	"255 Golden Cherry Blossom Branches"
2566	"Master Level EXP cannot be achieved during the item usage."
2567	"Not applicable to"
2568	"Master Level Characters."
2569	"Automatic Life Recover increment %d%%"
2570	"EXP achievement and the automatic life recovery rate increases."
2571	"Automatic Mana recovery increment in %d%% rate"
2572	"Item achievement and the automatic Mana recovery increases onward."
2573	"Minimum +10 - +15 level item upgrade"
2574	"blocks the item dissipation."
2575	"Increases Attack Power and Wizardry by 40%%"
2576	"Increases Attack Speed by 10"
2577	"Alleviates monster's damage by 30%%"
2578	"Increases Maximum Life by 50"
2579	"Maximum Mana +50"
2580	"Increases Critical Damage by 20%%"
2581	"Increses Excellent Damage by 20%%"
2582	"Carrier "
2583	"The monsters have intruded into the MU world to attack Santa."
2584	"You are selected as the %d visitor. Congratulations."
2585	"Welcome to Santa's Village. Please come claim your gift."
2586	"Would you like to return to Devias?"
2587	"You can click only once."
2588	"Welcome to Santa's Village. Here's a gift for you. You will always find something to bring you a fortune here."
2589	"Relocate to the Santa's Village by the right-mouse click."
2590	"Would you like to move to the Santa's Village?"
2591	"The attack and defense power have increased."
2592	"Maximum Life has been increased of %d."
2593	"Maximum Mana has increased of %d."
2594	"Attack power has increased of %d."
2595	"Defense has increased of %d."
2596	"Health has been recovered of 100%%."
2597	"Mana has been recovered of 100%%."
2598	"Attack speed has increased of %d."
2599	"AG recovery speed has increased of %d."
2600	"Surrounding Zens are automatically collected."
2601	"You may turn into a snowman if applied."
2602	"Remember the location of one's death."
2603	"Move by a right-mouse-click."
2604	"Save the application location."
2605	"Saves the location with the right-mouse-click."
2606	"Returns to the saved location by a click."
2607	"Would you like to save the location?"
2608	"You cannot use the item at certain applicable locations."
2609	"Would you like to save the location?"
2610	"This item cannot be used along with an item that's already in use."
2611	"Santa's village"
2612	"Not applicable to Master level."
2613	"Only characters who are level 15 or above may enter Santa's Village."
2614	"Character names must start with a capital letter. Maximum length is 10 characters."
2620	"/Party battle request"
2621	"/Party battle cancellation"
2622	"%s has accepted your request for party battle."
2623	"%s has rejected your request for party battle."
2624	"Party battle has been cancelled."
2625	"You cannot request another battle during the party battle."
2626	"You have a request for the party battle."
2627	"Would you like to accept the party battle?"
2640	"Fire"
2641	"Water"
2642	"Ice"
2643	"Wind"
2644	"Lightning"
2645	"Earth"
2646	"Unique"
2650	"Socket"
2651	"Socket option"
2652	"No item application"
2653	"Element: %s"
2654	"Level: %d"
2655	"Socket %d: %s"
2656	"Bonus socket option"
2657	"Socket package option"
2660	"Extraction"
2661	"Assembly"
2662	"Application"
2663	"Destruction"
2664	"Seed Extraction"
2665	"Seed Sphere Assembly"
2666	"Seed Master"
2667	"Extract the seed or the seed sphere"
2668	"You may assembly them together."
2669	"Seed sphere application"
2670	"Seed sphere destruction"
2671	"Seed researcher"
2672	"Either apply the seed sphere"
2673	"or destroy the seed sphere accordingly."
2674	"Select applicable socket"
2675	"Select destructible socket"
2676	"You must select the socket."
2677	"It's already applied on the character."
2678	"You must select the destructible socket."
2679	"There are no destructible seed spheres."
2680	"Seed"
2681	"Sphere"
2682	"Seed Sphere"
2683	"You cannot apply the same type of Sphere."
2684	"fire, ice, lightning"
2685	"water, wind, earth"
2686	"Vulcanus"
2687	"%s is now invited to duel."
2688	"Duel Start!!"
2689	"Duel Finished. You will be warped back to the viallage in %d seconds."
2690	"Duel Invite"
2691	"Invite %s to duel."
2692	"Colosseum is occupied."
2693	"Try it again later"
2694	"Duel Finished"
2695	"%s has just won"
2696	"the duel with %s."
2697	" "
2698	"Doorkeeper Titus"
2699	"Select an Colosseum you'd like to watch."
2700	"Colosseum # %d"
2701	"Watch"
2702	"Duel Finished"
2703	"Colosseum"
2704	"Open only for level %d or higher."
2705	"No duel on."
2706	"Not available"
2707	"Too many people in the colossum."
2708	"+10~+15 When upgrading level item please put it in combination window."
2709	"item/skill/luck/option will be randomly added."
2714	"Exp and item will be secured when character dies."
2715	"Item durability will not be decrease for a certain period."
2716	"Applicable to mountable items only besides pet."
2717	"Increases your luck to create wing of your wish."
2718	"Increases your luck to create Wings of Satan."
2719	"Increases your luck to create Wings of Dragon."
2720	"Increases your luck to create Wings of Heaven."
2721	"Increases your luck to create Wings of Soul."
2722	"Increases your luck to create Wings of Elf."
2723	"Increases your luck to create Wings of Spirits."
2724	"Increases your luck to create Wing of Curse."
2725	"Increases your luck to create Wing of Despair."
2726	"Increases your luck to create Wings of Darkness."
2727	"Increases your luck to create Cape of Emperor."
2728	"Only increases Master level exp."
2729	"No penalty for dying."
2730	"Keeps item durable"
2731	"Select to move."
2732	"Talisman of Wings of Satan"
2733	"Talisman of Wings of Heaven"
2734	"Talisman of Wings of Elf"
2735	"Talisman of Wing of Curse"
2736	"Talisman of Cape of Emperor"
2737	"Talisman of Wings of Dragon"
2738	"Talisman of Wings of Soul"
2739	"Talisman of Wings of Spirits"
2740	"Talisman of Wing of Despair"
2741	"Talisman of Wings of Darkness"
2742	"Attack rate and defense rate increase."
2743	"Transform into Panda."
2744	"Zen increase 50%% "
2745	"Damage/Wizardry/Curse +30"
2746	"Auto-collects zen around you."
2747	"EXP rate 50%% increase"
2748	"Increase Defensive Skill +50"
2756	"Lugard"
2757	"Only those in possession of a Mirror of Dimensions"
2758	"may pass through the Doppelganger gate."
2759	"Will you show me your mirror?"
2760	"Mirror of Dimensions"
2761	"Entry Time"
2762	"Enter after %d minutes"
2763	"3 monsters reaching the magic circle,"
2764	"the character dying, the server disconnecting, or using the warp command"
2765	"will result in Doppelganger defense failure."
